"post","created","man"
"My man looks like Jackie Chan is about to execute a flip kick off his face",2026-09-05 16:50:31.27,"Markwayne Mullin"
"My man looks like the pirate the rest of the ship thinks is ""a bit of a dick""",2026-09-05 16:59:59.054,"Markwayne Mullin"
"My man looks like he has fired a flare gun in anger",2026-09-05 17:00:37.082,"Markwayne Mullin"
"My man looks like Wild Bill Hiccup",2026-09-05 17:01:36.107,"Markwayne Mullin"
"My man looks like Commander Riker was lobotomized",2026-09-05 17:09:23.207,"Markwayne Mullin"
"My man looks like he's flipped off a school bus",2026-09-05 17:10:37.052,"Markwayne Mullin"
"My man looks like Paul Funyon",2026-09-05 17:10:42.944,"Markwayne Mullin"
"My man looks like he refuses to practice CPR on the ""boy doll""",2026-09-05 17:20:54.111,"Markwayne Mullin"
"My man looks like he always smells like mesquite",2026-09-05 17:21:18.516,"Markwayne Mullin"
"My man looks like he bathes in beef tallow",2026-09-05 17:22:47.397,"Markwayne Mullin"
"My man looks like he missed two weeks of work after an accident with a mechanical bull",2026-09-05 17:24:12.159,"Markwayne Mullin"
"My man looks like Walker, Texas Stranger Danger",2026-09-05 17:27:07.513,"Markwayne Mullin"
"My man looks like Dr. Zaius if he'd dropped out of high school",2026-09-05 17:40:45.895,"Markwayne Mullin"
"My man looks like a wizard who works on commissions",2026-09-05 17:44:08.877,"Markwayne Mullin"
"My man looks like Gerard Butler in SIX FLAGS HAS FALLEN",2026-09-05 17:46:37.01,"Markwayne Mullin"
"My man looks like an animatronic gopher in the Chuck E. Cheese house band",2026-09-05 18:18:35.378,"Markwayne Mullin"
"My man looks like the color commentator called him ""a gritty gym rat with a good motor""",2026-09-05 18:20:45.734,"Markwayne Mullin"
"My man looks like Obi-Wan Nobody",2026-09-05 18:27:24.636,"Markwayne Mullin"
"My man looks like he had to go to rehab for human growth hormones",2026-09-05 18:29:16.681,"Markwayne Mullin"
"My man looks like he was caught embezzling from Future Farmers of America",2026-09-05 18:32:14.114,"Markwayne Mullin"
"My man looks like he caught a lifetime ban from Bass Pro Shops",2026-09-05 18:33:37.219,"Markwayne Mullin"
"My man looks like a Sons of Anarchy member nicknamed “Dopey”",2026-09-05 18:58:47.727,"Markwayne Mullin"
"My man looks like 4H declared him 4F",2026-09-05 19:18:46.731,"Markwayne Mullin"
"My man looks like he managed to flip a forklift",2026-09-05 19:22:11.845,"Markwayne Mullin"
"My man looks like he's addressing an assembly about the new dress code",2026-09-05 19:23:26.519,"Markwayne Mullin"
"My man looks like he's holding up the collection basket, trying to make change for a twenty",2026-09-05 19:24:15.936,"Markwayne Mullin"
"My man looks like Reacher is about to throw him through some drywall",2026-09-05 19:59:22.539,"Markwayne Mullin"
"My man looks like young Kris Kringle in a Rankin/Bass special",2026-09-05 20:03:43.784,"Markwayne Mullin"
"My man looks like he never wipes down the weight bench",2026-09-05 20:04:57.137,"Markwayne Mullin"
"My man looks like Arnold Schwarzenegger told him to let off some steam",2026-09-05 20:10:36.021,"Markwayne Mullin"
"My man looks like a semi-pro taxidermist",2026-09-05 20:47:27.017,"Markwayne Mullin"
"My man looks like he was voted Most Likely to Die in a Thresher Accident",2026-09-05 20:48:51.491,"Markwayne Mullin"
"My man looks like he has a lot of questions for Cotton Eyed Joe",2026-09-05 20:50:35.357,"Markwayne Mullin"
"My man looks like he owns a Stetson with the Dallas Cowboys logo on front",2026-09-05 22:30:44.358,"Markwayne Mullin"
"My man looks like the Monster Squad kicked him in the nards",2026-09-05 22:48:23.856,"Markwayne Mullin"
"My man looks like he runs a creationist museum out of his carport",2026-09-05 22:59:23.395,"Markwayne Mullin"
"My man looks like he has fished with dynamite",2026-09-05 23:01:18.151,"Markwayne Mullin"
"My man looks like a bit character from the Yellowstone Extended Television Universe",2026-09-05 23:09:22.43,"Markwayne Mullin"
"My man looks like he told the census taker his occupation was “free citizen”",2026-09-05 23:09:52.35,"Markwayne Mullin"
"My man looks like one of the goons Brad Wesley sent to trash the Double Deuce roadhouse",2026-09-05 23:13:59.27,"Markwayne Mullin"
"My man looks like he's paid a neighbor kid to blow into his breathalyzer ignition",2026-09-05 23:16:24.778,"Markwayne Mullin"
"My man looks like he was convicted of assault with a horseshoe",2026-09-05 23:19:58.4,"Markwayne Mullin"
"My man looks like he's in a country duo called Brooks & Dumb",2026-09-05 23:20:47.393,"Markwayne Mullin"
"My man looks like he's driven an ATV inside a Kroger's",2026-09-05 23:22:30.774,"Markwayne Mullin"
"My man looks like he's doing play-by-play for the Flamin' Hot Cheetos Bowl",2026-09-05 23:28:47.246,"Markwayne Mullin"
"My man looks like Yosemite Sam delivering a court-ordered public apology",2026-09-05 23:33:28.561,"Markwayne Mullin"
"My man looks like a Teddy Ruxpin doll programmed by the Heritage Foundation",2026-09-12 18:11:46.47,"JD Vance"
"My man looks like present-day Haley Joel Osment playing a lobbyist on The West Wing",2026-09-12 18:12:27.258,"JD Vance"
"My man looks like maybe he's born with it, maybe it's Maybelline",2026-09-12 18:12:59.586,"JD Vance"
"My man looks like they let the air out of John Krasinski",2026-09-12 18:13:40.04,"JD Vance"
"My man looks like the frat brother who's been designated to talk to the cops",2026-09-12 18:14:08.015,"JD Vance"
"My man looks like Jerry Falwell Jr. fresh out of rehab",2026-09-12 18:14:23.498,"JD Vance"
"My man looks like Piggo Mortensen",2026-09-12 18:14:36.482,"JD Vance"
"My man looks like Always Sunny's Night Man at his day job",2026-09-12 18:15:00.56,"JD Vance"
"My man looks like Jared Leto in a remake of THE MANCHURIAN CANDIDATE",2026-09-12 18:15:36.547,"JD Vance"
"My man looks like Ulysses S. Grant if he'd had second thoughts about the Klan",2026-09-12 18:16:24.418,"JD Vance"
"My man looks like Ryan Gosling in PAPA SMURF: ORIGINS",2026-09-12 18:16:54.93,"JD Vance"
"My man looks like Dr. Benton Quest selling timeshares",2026-09-12 18:17:12.244,"JD Vance"
"My man looks like Gerald Broflovski got really into QAnon",2026-09-12 18:17:34.108,"JD Vance"
"My man looks like they left Ben Affleck in a food dehydrator",2026-09-12 18:18:14.326,"JD Vance"
"My man looks like Daniel Radcliffe doing a heel turn on Veep",2026-09-12 18:18:42.088,"JD Vance"
"My man looks like Bradley Pooper",2026-09-12 18:18:56.206,"JD Vance"
"My man looks like a child sitcom actor who grew up to be a motivational speaker",2026-09-12 18:20:27.816,"JD Vance"
"My man looks like he's asking what it's gonna take to get you behind the wheel of this loaded Cybertruck",2026-09-12 18:22:11.34,"JD Vance"
"My man looks like Alvin left the Chipmunks to attend business school",2026-09-12 18:22:29.976,"JD Vance"
"My man looks like Rizzless Adams",2026-09-12 18:22:59.355,"JD Vance"
"My man looks like Zack Galifinakis running for HOA president",2026-09-12 18:24:28.411,"JD Vance"
"My man looks like a Care Bear whose stomach symbol is a swastika",2026-09-12 18:29:02.978,"JD Vance"
"My man looks like he's explaining that this is totally different from a pyramid scheme",2026-09-12 18:31:31.905,"JD Vance"
"My man looks like he likes you, so he's going to talk to his manager to see if he can cut a deal on the undercoating",2026-09-12 18:32:09.399,"JD Vance"
"My man looks like Elmer Fudd and Elmer Gantry had a baby",2026-09-12 18:32:30.627,"JD Vance"
"My man looks like he was voted Most Likely to Become Frank Burns",2026-09-12 18:33:03.235,"JD Vance"
"My man looks like he's about to sit down backwards on this chair and tell this youth group about a *real* rebel",2026-09-12 18:34:28.923,"JD Vance"
"My man looks like he doesn't know how to order donuts",2026-09-12 18:34:47.741,"JD Vance"
"My man looks like Sam O'Neill in EVENT HORIZON",2026-09-12 18:35:27.087,"JD Vance"
"My man looks like a Garbage Pail Kid called Squint Eastwood",2026-09-12 18:38:35.673,"JD Vance"
"My man looks like he has Dobermann pinschers named Eva and Adolph",2026-09-12 18:39:50.799,"JD Vance"
"My man looks like his safe word is ""La-Z-Boy""",2026-09-12 18:41:44.282,"JD Vance"
"My man looks like he got caught embezzling from a middle school",2026-09-12 18:42:31.798,"JD Vance"
"My man looks like Hans Goober",2026-09-12 18:44:56.509,"JD Vance"
"My man looks like a televangelist who accepts food stamps",2026-09-12 18:46:05.298,"JD Vance"
"My man looks like Commander Riker in a manga cartoon",2026-09-12 18:49:05.276,"JD Vance"
"My man looks like Jake Gylleny'all",2026-09-12 18:55:30.376,"JD Vance"
"My man looks like Cypher asked the Matrix to make him VP",2026-09-12 18:59:36.582,"JD Vance"
"My man looks like he's asking if you saw the football contest",2026-09-12 19:02:12.351,"JD Vance"
"My man looks like he took a briefcase to kindergarten",2026-09-12 19:03:17.636,"JD Vance"
"My man looks like he's telling the room to give the commandant a chance to make his case",2026-09-12 19:04:14.35,"JD Vance"
"My man looks like the pledge they nicknamed ""Beardo""",2026-09-12 19:06:32.255,"JD Vance"
"My man looks like his TelePrompter has a line that says [HOLD UNTIL BOOING ENDS]",2026-09-12 19:07:08.258,"JD Vance"
"My man looks like a minor antagonist from one of the later POLICE ACADEMY installments",2026-09-12 19:09:03.216,"JD Vance"
"My man looks like he's used ""I put the vice in vice president"" as a pickup line",2026-09-12 19:09:41.346,"JD Vance"
"My man looks like Nic Cage getting ready to mask up in KICK ASS",2026-09-12 19:15:07.19,"JD Vance"
"My man looks like a Precious Moments statue inscribed with the Fourteen Words",2026-09-12 19:19:57.118,"JD Vance"
"My man looks like Paddington joined Reform UK",2026-09-12 19:28:12.278,"JD Vance"
"My man looks like he's come to evict the Berenstain Bears",2026-09-12 19:29:02.654,"JD Vance"
"My man looks like E.B. Farnum welcoming a weary traveler to Deadwood",2026-09-12 19:32:33.212,"JD Vance"
"My man looks like Gizmo from GREMLINS ran the Young Republicans",2026-09-12 19:54:24.518,"JD Vance"
"My man looks like he tried to give himself a cool nickname",2026-09-12 19:55:31.998,"JD Vance"
"My man looks like Woodchuck Norris",2026-09-12 20:00:28.206,"JD Vance"
"My man looks like Calvin Candie won a Senate seat",2026-09-12 20:01:13.161,"JD Vance"
"My man looks like a racist muppet",2026-09-12 20:02:56.989,"JD Vance"
"My man looks like his LinkedIn bio stresses that he was ""one of the kids in the original Sunny D ad""",2026-09-12 20:04:44.494,"JD Vance"
"My man looks like he received a lifetime ban from all Ashley Furniture Outlets",2026-09-12 20:05:09.039,"JD Vance"
"My man looks like the topic of his Ted Talk is “douchebagmaxxing”",2026-09-12 23:47:16.221,"JD Vance"
"My man looks like he’s playing Ed Rooney in a gritty reboot of FERRIS BUELLER’S DAY OFF",2026-09-12 23:51:35.892,"JD Vance"
"My man looks like the Brutus mascot from Ohio State went into real estate",2026-09-13 00:00:50.571,"JD Vance"
"My man looks like the Kelce brother who always introduced himself as ""the indoor kid""",2026-09-13 00:56:57.176,"JD Vance"
"My man looks like he's known as ""the bad boy"" at this H&R Block",2026-09-13 00:57:39.115,"JD Vance"
"My man looks like he's asking the kid at Baskin Robbins if they have spearmint",2026-09-13 00:59:23.769,"JD Vance"
"My man looks like the valedictorian at Edward Haskell High",2026-09-13 01:03:41.931,"JD Vance"
"My man looks like a Confederate reenactor born and raised in Minnesota.",2026-09-13 01:08:50.556,"JD Vance"
"My man looks like he pretended to smoke a pipe in high school",2026-09-13 01:08:55.274,"JD Vance"
"My man looks like the party apparatchik tasked with monitoring standing ovations for Stalin",2026-09-13 01:17:51.476,"JD Vance"
"My man looks like he does PR for Weyland-Yutani",2026-09-13 01:19:06.325,"JD Vance"
"My man looks like his plan was thwarted by the Paw Patrol",2026-09-13 01:20:32.035,"JD Vance"
"My man looks like the host of WHAT'S THAT SMELL?",2026-09-13 01:24:53.269,"JD Vance"
"My man looks like the train conductor on a PBS Kids program",2026-09-13 01:25:10.475,"JD Vance"
"My man looks like he's in a barbershop quartet being investigated by the Securities and Exchange Commission",2026-09-13 01:28:03.927,"JD Vance"
"My man looks like he was a contestant on ""Dancing with the Comptrollers""",2026-09-13 01:30:03.965,"JD Vance"
"My man looks like the character you immediately know did the crime when they first appear on ""Law and Order: SVU""",2026-09-13 01:33:55.435,"JD Vance"
"My man looks like the police sketch of the man who exposed himself to patrons at a local water park",2026-09-13 01:34:26.319,"JD Vance"
"My man looks like he has some unconventional investment opportunities for you",2026-09-13 01:35:46.636,"JD Vance"
"My man looks like Will Forte playing Jimmy Kimmel",2026-09-13 01:39:01.767,"JD Vance"
"My man looks like a Cabbage Patch doll did legal work for Big Tobacco",2026-09-13 01:43:18.573,"JD Vance"
"My man looks like a G.I. Joe figure code-named Human Resources",2026-09-13 01:44:09.787,"JD Vance"
"My man looks like B.J. and The Bear had a baby boy",2026-09-13 01:44:55.376,"JD Vance"
"My man looks like the mysterious new arrival in a Stephen King novel",2026-09-13 01:46:44.977,"JD Vance"
"My man looks like a segregationist magician",2026-09-13 01:48:58.802,"JD Vance"
"My man looks like he makes finger quotes when he says ""evolution""",2026-09-13 01:49:21.514,"JD Vance"
"My man looks like he's correcting you that it's called ""guyliner""",2026-09-13 01:51:09.645,"JD Vance"
"My man looks like a Spider Man villain who got his powers from a radioactive raccoon",2026-09-13 01:51:54.742,"JD Vance"
"My man looks like Leonardo DiCrapio",2026-09-13 01:53:21.175,"JD Vance"
"My man looks like he's simply noticing that all Mexicans are criminals, OK?",2026-09-13 01:54:28.456,"JD Vance"
"My man looks like Zac Efron at the launch of his new mascara",2026-09-13 01:55:27.286,"JD Vance"
"My man looks like Pig Pen finally got his shit together",2026-09-13 01:59:09.082,"JD Vance"
"My man looks like Cousin Oliver later fell in with the Moral Majority",2026-09-13 02:03:59.859,"JD Vance"
"My man looks like he's demanding Superman kneel before him",2026-09-13 02:06:37.063,"JD Vance"
"My man looks like the kid playing Ron Burgundy in a high school production of ANCHORMAN",2026-09-13 02:07:19.609,"JD Vance"
"My man looks like the star of a failed Christian Broadcasting Network sitcom called ""Our Father!""",2026-09-13 02:09:33.02,"JD Vance"
"My man looks like he was thrown out of a Wheel of Fortune taping",2026-09-13 02:13:21.414,"JD Vance"
"My man looks like he has an HGTV show called ""Righteous Rectories""",2026-09-13 02:13:32.362,"JD Vance"
"My man looks like the deacon you pray to God is not giving the homily today",2026-09-13 02:14:37.239,"JD Vance"
"My man looks like he doesn't want to have to discuss the dress code again",2026-09-13 02:15:17.959,"JD Vance"
"My man looks like the maitre'd at a very exclusive restaurant called The Berghof",2026-09-13 02:16:38.087,"JD Vance"
"My man looks like he's assuring you there's no need to involve the authorities here",2026-09-13 02:17:05.269,"JD Vance"
"My man looks like Clint Eastwood in A FISTFUL OF DILDOS",2026-09-13 02:23:26.496,"JD Vance"
